Source DB,Target,Topic,Severity Level,Action Code,Action Message,Action Item,PostgreSQL Documentation Hyperlink / Amazon Services Hyperlink,Aurora PostgreSQL Documentation Hyperlink / Amazon Services Hiperlink,Estimated time to manual resolve h
Oracle,Postgres,Error Information,3,5599,PostgreSQL doesn't support a reference to SQLERRM outside an exception handler,The empty string is used. Change it to the desired string literal manually please.,,,1
Oracle,Postgres,Error Information,3,5600,PostgreSQL doesn't support a reference to SQLERRM with any specified parameter value,The empty string is used. Change it to the desired string literal manually please.,,,1
Oracle,Postgres,Error Information,3,5601,PostgreSQL doesn't support a reference to SQLCODE outside an exception handler,The empty string is used. Change it to the desired string literal manually please.,,,1
Oracle,Postgres,Error Information,0,5602,PostgreSQL error code type is not a number and is incompatible with the number type variables,Please migrate the assignment of SQLCODE manually.,,,4
Oracle,Postgres,Conditional Compilation ,0,5603,Conditional Compilation  is not supported,Review the transformed code and modify it manually if necessary.,,,4
Oracle,Postgres,Global Cursors,3,5604,Global cursor's fetching was prepended with the cursor's declaration and opening,Global cursors are not supported by PostgreSQL and so are converted to local ones which need to be declared and opened before being fetched. If it violates the application logic change it manually please.,https://www.postgresql.org/docs/9.6/static/plpgsql-cursors.html,,0.5
PostgreSQL,Postgres,TFS (Text full search),0,3501,Amazon RDS doesn't support file location in dictionary options,You can use only integrated system files for dictionary.,,,1
PostgreSQL,Postgres,BUILT-IN Extension functions,0,3503,Amazon RDS doesn't support %s function,Perform manual conversion.,https://www.postgresql.org/docs/9.6/static/contrib.html,,16
PostgreSQL,Postgres,BUILT-IN Extension functions,3,3504,Amazon RDS doesn't support %s function,Review your transformed code and modify it if necessary.,https://www.postgresql.org/docs/9.6/static/contrib.html,,4
PostgreSQL,Postgres,DATATYPES,0,3505,Amazon RDS doesn't support %s datatype,Perform manual conversion.,,,8
PostgreSQL,Postgres,CREATE FOREIGN TABLE,0,3506,Amazon RDS doesn't support foreign tables which have an options associated with the file location on server-side,Review your transformed code and modify it if necessary.,,,1
PostgreSQL,Postgres,FUNCTION,0,3510,Amazon RDS doesn't support functions written on language '%s',Perform manual conversion.,,,2
PostgreSQL,Postgres,BUILT-IN System functions,0,3511,Amazon RDS doesn't support %s function,Perform manual conversion.,,,1
PostgreSQL,Postgres,BUILT-IN System functions,3,3512,Amazon RDS doesn't support %s function,Review your transformed code and modify it if necessary.,,,8
PostgreSQL,Postgres,COPY,3,3513,Amazon RDS doesn't support COPY command,Review your transformed code and modify it if necessary.,https://www.postgresql.org/docs/9.6/static/sql-copy.html,,1
PostgreSQL,Postgres,Parser Error,0,3514,Unable to resolve the object,Verify if object %s is present in the database. If it isn't check the object name or add the object. If the object is present transform the code manually.,,,4
PostgreSQL,Postgres,DML statement,0,3515,Unable to convert %s statement for function on 'sql' language,The stub-code created. Please perform a manual conversion.,,,4
PostgreSQL,Postgres,DATATYPES,1,3516,Unable convert the variable declaration of unsupported %s datatype,Perform a manual conversion.,,,1
PostgreSQL,Postgres,DATATYPES,1,3517,Unable convert variable reference of unsupported %s datatype,The stub-code created. Please perform a manual conversion.,,,1
PostgreSQL,Postgres,DATATYPES,0,3518,Unable convert complex usage of unsupported %s datatype,Perform a manual conversion.,,,1
PostgreSQL,Postgres,DATATYPES,1,3519,Unable convert column declaration of unsupported %s datatype,Perform a manual conversion.,,,1
PostgreSQL,Postgres,Parser Error,0,3520,Unable to convert statement for unresolved object,The stub-code created. Please perform a manual conversion.,,,8
Oracle,Postgres,DBLINK,0,5605,PostgreSQL doesn't support use of dblinks,Use another method for this functionality.,,,8
Oracle,Postgres,Nested tables,0,5606,Unable to convert the use of %s datatype due to use of multi-level nested tables of record,Perform a manual conversion.,,,8
Oracle,Postgres,FUNCTION PROCEDURE,1,5607,Unable to convert Java stored routine,Perform a manual conversion please.,https://www.postgresql.org/docs/9.6/static/external-pl.html,,20
Oracle,Postgres,UPDATE,0,5608,Unable to convert the UPDATE statement with multiple-column subquery in SET clause  ,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-update.html,,8
Oracle ,Postgres,CREATE TABLE OR PROCEDURE,1,5609,PostgreSQL doesn't have a datatype %s,The stub-code created. Please perform a manual conversion.,http://www.postgresql.org/docs/9.6/static/datatype.html,,40
Oracle,Postgres,Synonym,3,5610,The private or public synonym %s replaced to the %s of an underlying object is used,Make sure that the underlying object this synonym references to is converted successfully.,,,0.25
Oracle ,Postgres,Transaction control,0,5611,PostgreSQL doesn't support SAVEPOINT ROLLBACK TO SAVEPOINT inside of functions,Perform a manual conversion.,http://www.postgresql.org/docs/9.6/interactive/plpgsql-structure.html,,2
Oracle ,Postgres,Global Cursors,0,5612,Unable to convert FETCH of global parameterized cursor without preceding OPEN within the routine,Prepend FETCH with the OPEN statement using appropriate parameters.,http://www.postgresql.org/docs/9.6/interactive/plpgsql-structure.html,,2
PostgreSQL,Postgres,Text Search Configuration,0,3521,Unable modify mappings from token types to uncreated Text Search Dictionary,Verify why Text Search Dictionary wasn't created.,,,1
Oracle ,Postgres,ARRAYS,0,5613,Unable to convert Multidimensional arrays,Perform a manual conversion.,https://www.postgresql.org/docs/current/static/arrays.html,,4
MySQL,Postgres,CREATE TABLE,3,8858,PostgreSQL doesn't support virtual columns,They were emulated by a trigger.,http://www.postgresql.org/docs/9.6/static/sql-createtable.html,,0.1
Oracle ,Postgres,Views,0,5614,PostgreSQL doesn't support DML operations with non updatable views,Check converted code and make manual corrections by creating rules or INSTEAD OF triggers.,,,4
MySQL,Postgres,UDF,1,8656,Usage of UDFs are not supported,Perform a manual conversion.,,,160
MySQL,Postgres,UDF,0,8657,UDFs are not supported,Perform a manual conversion.,,,160
Oracle,Postgres,Records,0,5615,Unable to convert multi-level records over than second level of nesting,Perform a manual conversion.,,,2
SQL Server,Postgres,BUILT-IN SERVICES,0,7902,PostgreSQL does not have functionality similar to SQL Server Agent,Try using the AWS Lambda Service with Scheduled Events.,,,160
SQL Server,Postgres,BUILT-IN SERVICES,0,7903,PostgreSQL does not have functionality similar to SQL Server Backup,Try using the Amazon Glacier storage service.,https://aws.amazon.com/documentation/glacier/,,160
SQL Server,Postgres,SYS objects,0,7904,Unable to convert system object %s,Perform a manual conversion.,,,16
SQL Server,Postgres,SELECT,0,7905,PostgreSQL doesn't support the PIVOT clause for the SELECT statement,You can use a stored procedure to prepare data and then return the data with a VIEW.,,,8
SQL Server,Postgres,SELECT,0,7906,PostgreSQL doesn't support the UNPIVOT clause for the SELECT statement,You can use a stored procedure to prepare data and then return the data with a VIEW.,,,8
DB2,Postgres,CREATE TABLE Local Variables Parameters,3,4500,PostgreSQL expands fractional seconds support for TIME and TIMESTAMP values with up to microseconds (6 digits) of precision,Review your transformed code and modify it if necessary to avoid a loss of accuracy.,http://www.postgresql.org/docs/9.6/static/datatype.html,,0.5
DB2,Postgres,CREATE TABLE,3,4503,Unable to convert CREATE GLOBAL TEMPORARY TABLE of unsupported %s temporary table object,Try using an ordinary table.,http://www.postgresql.org/docs/9.6/static/sql-createtable.html,,8
DB2,Postgres,CREATE TABLE,3,4504,PostgreSQL doesn't support HIDDEN columns,Review your transformed code and it if necessary modify SQL queries to this table.,https://www.postgresql.org/docs/9.6/static/sql-createtable.html,,0.5
,Postgres,,,,,,,,
,Postgres,,,,,,,,
Oracle,Postgres,TABLE FUNCTION,0,5616,Unable to convert TABLE function. Try to use UNNEST function,Perform a manual conversion.,,,8
DB2,Postgres,SPECIAL DATETIME REGISTERING FUNCTIONS,3,4501,Special datetime registering function %s PostgreSQL expands up to microseconds (6 digits) of precision,Review your transformed code and modify it if necessary to avoid a loss of accuracy.,http://www.postgresql.org/docs/9.6/static/datatype.html,,0.5
DB2,Postgres,SPECIAL REGISTERING FUNCTIONS,3,4502,PostgreSQL doesn't support special registering function %s,Review your transformed code and modify it if necessary.,https://www.postgresql.org/docs/9.5/static/functions-info.html,,0.5
DB2,Postgres,CHECK CONSTRAINT,0,4505,PostgreSQL doesn't support functional dependency check constraint,Table create without functional dependency constraint.,https://www.postgresql.org/docs/current/static/ddl-constraints.html,,0.5
DB2,Postgres,DML,0,4506,You cannot perform this action on a VIEW where using operations on set,The view definition must not contain set operations (UNION INTERSECT or EXCEPT) at the top level.,https://www.postgresql.org/docs/9.6/static/sql-createview.html,,0.1
DB2,Postgres,CONSTRAINTS,0,4507,PostgreSQL doesn't support NOT ENFORCED constraints,Table create without constraint.,https://www.postgresql.org/docs/current/static/ddl-constraints.html,,0.5
DB2,Postgres,CREATE TABLE,3,4508,PostgreSQL doesn't support NOT LOGGED lob columns,Column creates with logging option.,https://www.postgresql.org/docs/9.6/static/sql-createtable.html,,0.1
DB2,Postgres,SEQUENCE,3,4509,PostgreSQL supports datatype BigInt in sequence values,Review your transformed code and modify it if necessary to avoid a loss of sequence values.,https://www.postgresql.org/docs/9.6/static/sql-createsequence.html,,0.1
DB2,Postgres,DDL,3,4510,PostgreSQL doesn't support creating indexes with a CLUSTER option. The user can't create CLUSTER INDEX PostgreSQL will create it automatically,Use non-clustered indexes.,https://www.postgresql.org/docs/9.6/static/sql-createindex.html,,0.3
DB2,Postgres,MATERIALIZED QUERY TABLES,3,4511,PostgreSQL doesn't support MQT with REFRESH IMMEDIATE option,Materialized view was created without REFRESH IMMEDIATE option. Modify your code using REFRESH MATERIALIZED VIEW.,https://www.postgresql.org/docs/9.6/static/sql-creatematerializedview.html,,0.3
DB2,Postgres,CREATE TABLE,1,4512,Unable to complete the automatic migration of tables arranged in several partitions,Perform a manual conversion.,,,160
DB2,Postgres,CREATE INDEX,1,4513,Unable to complete the automatic migration of partitioned indexes,Perform a manual conversion.,,,160
DB2,Postgres,CREATE INDEX,3,4514,PostgreSQL doesn't support the INCLUDE option in indexes,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-createindex.html,,0.1
DB2,Postgres,CREATE TRIGGER,0,4515,PostgreSQL doesn't support the REFERENCING clause,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-createtrigger.html,,1
DB2,Postgres,CREATE TYPE,0,4516,PostgreSQL doesn't support types of associative arrays,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-createdomain.html,,40
DB2,Postgres,CREATE TYPE,0,4517,PostgreSQL doesn't support CURSOR TYPES,Perform a manual conversion.,https://www.postgresql.org/docs/9.5/static/sql-createtype.html,,20
DB2,Postgres,CREATE VARIABLE,0,4518,PostgreSQL doesn't support global variables of %s type,Perform a manual conversion.,,,40
DB2,Postgres,ALIASES,0,4519,PostgreSQL doesn't support aliases,Replace an alias with original database object. If original object is table or view you can try to create a view in one database that relies on a table or view in another database.,,,40
DB2,Postgres,FUNCTION PROCEDURE,1,4521,Unable to convert external stored routine,Perform a manual conversion please.,https://www.postgresql.org/docs/9.6/static/external-pl.html,,20
DB2,Postgres,FUNCTION PROCEDURE,1,4522,Unable to convert sourced stored routine,Perform a manual conversion please.,https://www.postgresql.org/docs/9.6/static/external-pl.html,,20
DB2,Postgres,INSERT statement,0,4523,PostgreSQL doesn't support inserting into query,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-insert.html,,2
DB2,Postgres,INSERT statement,0,4524,PostgreSQL doesn't support returning values before calculation in insert statement,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-insert.html,,4
DB2,Postgres,DML statements,1,4525,PostgreSQL doesn't support of defining isolation level,Converted without isolation level.,https://www.postgresql.org/docs/9.6/static/sql-insert.html,,0.2
DB2,Postgres,BUILT-IN SQL FUNCTIONS,0,4526,PostgreSQL doesn't support the %s function,Use suitable function or create user defined function.,,,16
DB2,Postgres,UPDATE statement,0,4527,PostgreSQL doesn't support updating with data using query,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-update.html,,2
DB2,Postgres,UPDATE statement,0,4528,PostgreSQL doesn't support returning values before calculation in update statement,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-update.html,,4
DB2,Postgres,UPDATE statement,0,4529,PostgreSQL doesn't support returning old values in update statement,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-update.html,,4
DB2,Postgres,UPDATE statement,1,4530,PostgreSQL doesn't support of defining isolation level in update statement,Update statement converted without isolation level.,https://www.postgresql.org/docs/9.6/static/sql-update.html,,4
DB2,Postgres,DML,0,4531,PostgreSQL doesn't support INCLUDE columns,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-update.html,,4
DB2,Postgres,INSERT statement,0,4532,PostgreSQL doesn't support INCLUDE columns in insert statement,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-insert.html,,4
DB2,Postgres,UPDATE statement,1,4533,PostgreSQL doesn't support quantity restriction of rows in update statement,Update statement converted without row limit. Review transformed code and modify it if necessary.,https://www.postgresql.org/docs/9.6/static/sql-update.html,,4
DB2,Postgres,DELETE statement,0,4534,PostgreSQL doesn't support deleting with data using query,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-delete.html,,4
DB2,Postgres,DELETE statement,1,4535,PostgreSQL doesn't support of defining isolation level in delete statement,Delete statement converted without isolation level.,https://www.postgresql.org/docs/9.6/static/sql-delete.html,,4
DB2,Postgres,DELETE statement,1,4536,PostgreSQL doesn't support quantity restriction of rows in delete statement,Delete statement converted without row limit. Review transformed code and modify it if necessary.,https://www.postgresql.org/docs/9.6/static/sql-delete.html,,4
DB2,Postgres,FROM,1,4537,PostgreSQL doesn't support period-specification clause,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-select.html,,4
DB2,Postgres,FROM,0,4538,PostgreSQL doesn't support outer-table-reference ,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-select.html,,8
DB2,Postgres,FROM,1,4539,PostgreSQL doesn't support continue-handler clause ,Select statement converted without continue-handler clause. Review your transformed code.,https://www.postgresql.org/docs/9.6/static/sql-select.html,,6
DB2,Postgres,DECLARE,1,4540,Unable to convert variable declaration of unsupported %s object,The stub-code created. Please perform a manual conversion.,,,8
DB2,Postgres,MODULE,0,4541,PostgreSQL doesn't support modules,Perform a manual conversion.,,,1
DB2,Postgres,SELECT,1,4542,PostgreSQL doesn't support returning values restricted by conditions or order,Perform a manual conversion.,,,8
DB2,Postgres,DECLARE CURSOR,1,4543,PostgreSQL doesn't support cursor options,Declaration of cursor converted without option. Review transformed code and modify it if necessary.,,,0.5
DB2,Postgres,SELECT,1,4544,PostgreSQL doesn't support defining of isolation level in the select statement,Perform a manual conversion.,,,8
DB2,Postgres,NICKNAMES,0,4545,PostgreSQL doesn't support nicknames,Perform a manual conversion.,,,16
DB2,Postgres,ORDER BY,1,4546,PostgreSQL doesn't support ORDER OF clause,Check converted code and make manual corrections if it's necessary.,,,8
DB2,Postgres,SELECT,1,4548,PostgreSQL doesn't support defining of concurrent-access-resolution-clause in the select statement,Perform a manual conversion.,,,8
DB2,Postgres,GOTO,0,4549,PostgreSQL doesn't support GOTO statement,Perform a manual conversion.,,,8
DB2,Postgres,SELECT,1,4550,PostgreSQL doesn't support defining of read-only-clause in the select statement,Perform a manual conversion.,,,8
DB2,Postgres,EXCEPTIONS,3,4551,PostgreSQL isn't able to return into call point after the error handling. Check your error handling logic,Perform a manual conversion.,,,8
DB2,Postgres,EXCEPTIONS,3,4552,PostgreSQL doesn't support transactions in functions ,Perform a manual conversion.,,,4
DB2,Postgres,EXCEPTIONS,3,4553,Error codes are not the same. You need to check the result of the conversion,You need to check the result of the conversion.,,,4
DB2,Postgres,EXCEPTIONS,3,4554,PostgreSQL doesn't support ATOMIC option,Perform a manual conversion.,,,4
DB2,Postgres,EXCEPTIONS,3,4555,PostgreSQL doesn't support a reference to SQLCODE outside an exception handler,The empty string is used. Change it to the desired string literal manually please.,,,1
DB2,Postgres,EXCEPTIONS,0,4556,PostgreSQL error code type is not a number and is incompatible with the number type variables,Please migrate the assignment of SQLCODE manually.,,,4
DB2,Postgres,VIEW,3,4557,PostgreSQL doesn't support VIEW with the ROW MOVEMENT option,Use VIEW without this option instead.,http://www.postgresql.org/docs/9.6/static/sql-createview.html,,0.1
DB2,Postgres,VIEW,0,4558,PostgreSQL doesn't support the typed view,Perform a manual conversion.,http://www.postgresql.org/docs/9.6/static/sql-createview.html,,8
DB2,Postgres,MERGE,0,4559,PostgreSQL doesn't support the MERGE statement,To achieve the effect of a MERGE statement use separate INSERT DELETE and UPDATE statements.,http://www.postgresql.org/docs/9.6/static/geqo.html,,2
Oracle,Postgres,BUILT-IN SQL FUNCTIONS,3,5617,"Values 'm' 'x' are not fully supported as ""match_parameter"" arguments as well as a ""subexpression"" parameter treating. Please notice that the same regular expression in Oracle and PostgreSQL might produce different results",Check converted code execution results and make manual corrections of regular expression in case they are differ from the expected ones.,https://www.postgresql.org/docs/current/static/functions-matching.html,,4
DB2,Postgres,Unknown,0,4560,Automatic conversion of %s object is not supported,Perform a manual conversion.,,,40
DB2,Postgres,DATETIME casting,3,4561,Date and time format can be not matched,Review your code and modify it if necessary.,,,2
DB2,Postgres,Parser Error,1,4562,Unable to resolve the object,Verify if object %s is present in the database. If it isn't check the object name or add the object. If the object is present transform the code manually.,,,4
DB2,Postgres,BUILT-IN SQL FUNCTIONS,3,4563,PostgreSQL  ignores NULL values in the list.,Perform a manual conversion.,https://www.postgresql.org/docs/8.4/static/functions-conditional.html,,8
DB2,Postgres,DATATYPES,1,4564,Unable to convert simple usage of unsupported %s datatype object,Perform a manual conversion.,,,
DB2,Postgres,DATATYPES,0,4565,Unable to convert complex usage of unsupported %s datatype object,Perform a manual conversion.,,,
DB2,Postgres,SELECT,3,4566,This object uses a hidden column from the %s table,Check the number of columns in the table.,,,0.01
DB2,Postgres,Unknown,0,4567,Can't automatically convert object %s with the same duplicate case sensitive name,Perform a manual conversion.,,,8
DB2,Postgres,BUILT-IN SQL FUNCTIONS,3,4568,"Please notice that the same date/time string and format mask used for this function in DB2 and PostgreSQL might produce different date and time object results. This might happen if date/time parts written together without using separator characters (""-./';: "").","Check converted code execution results and in case they are differ from the expected ones - make manual corrections of date/time string and format mask. Two or more format elements should be separated by one of separator characters (""""-./';: """").",https://www.postgresql.org/docs/8.1/static/functions-formatting.html,https://www.postgresql.org/docs/8.1/static/functions-formatting.html,0.5
DB2,Postgres,CREATE TABLE,3,4569,PostgreSQL doesn't support GENERATED ALWAYS in columns of GLOBAL TEMPORARY TABLE,Try using a BY DEFAULT option in columns of GLOBAL TEMPORARY TABLE.,http://www.postgresql.org/docs/9.6/static/sql-createtable.html,,8
DB2,Postgres,COLUMN,1,4570,Unable automatically identify the belonging of column %s,The stub-code created. Please perform a manual conversion.,,,10
DB2,Postgres,COLUMN,1,4571,PostgreSQL doesn't support reference columns,The stub-code created. Please perform a manual conversion.,,,10
DB2,Postgres,FUNCTION,0,4572,PostgreSQL doesn't support functions that return a row with using type methods,Perform a manual conversion.,,,8
DB2,Postgres,TYPE METHODS,0,4573,PostgreSQL doesn't support methods invocation,Perform a manual conversion.,,,8
,Postgres,,,4574,,,,,
DB2,Postgres,BUILT-IN SQL FUNCTIONS,3,4574,"Values 'm' 'x' are not fully supported as ""flags"" parameter arguments as well as a ""group"" parameter treating. Please notice that the same regular expression in DB2 and PostgreSQL might produce different results.",Check converted code execution results and make manual corrections of regular expression in case they are differ from the expected ones.,https://www.postgresql.org/docs/current/static/functions-matching.html,,4
DB2,Postgres,CREATE TABLE,0,4575,PostgreSQL doesn't support CREATE GLOBAL TEMPORARY TABLE without name of schema or with name of schema - SESSION,Perform a manual conversion.,http://www.postgresql.org/docs/9.6/static/sql-createtable.html,,8
Oracle,Postgres,MERGE,1,5618,PostgreSQL doesn't support the MERGE statement with the ERROR LOG clause,You can add error records by inserting them into the log in the exception block. Iterate through the errors in the exception block add them to the log and use the EXIT command when finished.,http://www.postgresql.org/docs/9.6/static/sql-update.html,,4
DB2,Postgres,Unknown,0,4576,Can't automatically convert object %s with the same duplicate column or parameter name,Perform a manual conversion.,,,8
Oracle,Postgres,SYS objects,0,5619,Unable to convert system object %s,Perform a manual conversion.,,,4
DB2,Postgres,TYPE METHODS,0,4577,PostgreSQL doesn't support type methods,Perform a manual conversion.,,,10
DB2,Postgres,Case sensitive,0,4578,Can't automatically convert object usage %s with the same duplicate case sensitive name,Perform a manual conversion.,,,8
DB2,Postgres,Case sensitive,0,4579,Can't automatically convert object usage %s with the same duplicate column or parameter name,Perform a manual conversion.,,,8
Oracle,Postgres,CREATE TABLE,3,5620,Extension pack doesn't support ON COMMIT DELETE ROWS clause for global temporary table,ON COMMIT PRESERVE ROWS has been used instead.,http://www.postgresql.org/docs/9.6/static/sql-createtable.html,,4
DB2,Postgres,FUNCTION,1,4580,Unable to convert template stored function,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/external-pl.html,,20
DB2,Postgres,FUNCTION MAPPING,1,4581,Unable to convert function mapping,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/external-pl.html,,20
Oracle ,Postgres,MERGE,3,5621,Please check unique(exclude) constraint existence on field %s,Check converted code and create unique constraint if it is needed.,,,2
DB2,Postgres,DECLARE TYPE,0,4582,PostgreSQL doesn't support associative arrays,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-createdomain.html,,40
DB2,Postgres,SYS objects,0,4583,Unable to convert system object %s,Perform a manual conversion.,,,4
Oracle ,Postgres,PACKAGES,0,5622,PostgeSQL  txid_current() always returning a new one transaction id,Can be converted with TRUE parameter only.,https://www.postgresql.org/docs/9.5/static/functions-info.html,,2
DB2,Postgres,DDL,0,4584,PostgreSQL doesn't support specification indexes,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-createindex.html,,0.1
Oracle ,Postgres,PACKAGES,0,5623,UUE format encoding is not supported yet,Perform a manual conversion.,,,4
DB2,Postgres,TABLE,3,4585,Unable to convert usage of unsupported %s temporary table object,Try using an ordinary table.,http://www.postgresql.org/docs/9.6/static/sql-createtable.html,,8
Oracle,Postgres,DYNAMIC SQL,3,5624,Converted code might be incorrect because of the bind variable names,Please check the list of bind variables.,http://www.postgresql.org/docs/9.6/static/plpgsql-statements.html,,1
Oracle,Postgres,DYNAMIC SQL,3,5625,PostgreSQL doesn't support parameters in an anonymous block. Converted code might be incorrect because of use of bind variables,Please check the list of bind variables.,http://www.postgresql.org/docs/9.6/static/plpgsql-statements.html,,1
Oracle ,Postgres,PACKAGES,0,5626,Unable to convert function %s,Perform a manual conversion.,,,4
Oracle,Postgres,DYNAMIC SQL,3,5627,Converted code might be incorrect because of the use of UDF,Please check the dynamyc statement.,http://www.postgresql.org/docs/9.6/static/plpgsql-statements.html,,4
Oracle,Postgres,DYNAMIC SQL,3,5628,Converted code might be incorrect because of the dynamic SQL,Please check the dynamic SQL.,http://www.postgresql.org/docs/9.6/static/plpgsql-statements.html,,0.5
DB2,Postgres,CREATE TABLE,0,4586,PostgreSQL doesn't support tables with user-defined datatype columns ,Perform a manual conversion.,,,40
Oracle,Postgres,DYNAMIC SQL,3,5629,Not all features of the original DBMS_SQL package function are fully supported. Converted code behaviour and execution results might differ from the expected ones.,Check converted code execution results and perform manual corrections in case they are differ from the expected ones.,https://www.postgresql.org/docs/9.6/static/ecpg-dynamic.html,,5
Oracle,Postgres,DYNAMIC SQL,0,5630,Unable to convert DBMS_SQL package function (procedure).,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/ecpg-dynamic.html,,5
Oracle,Postgres,SPATIAL,3,5631,Not all features of the original Spatial are fully supported. Execution results might differ slightly from the expected ones.,Check converted code execution results and perform manual corrections in case they are differ from the expected ones.,https://docs.oracle.com/cd/B28359_01/appdev.111/b28400/sdo_objrelschema.htm#SPATL020,,8
Oracle,Postgres,SPATIAL,0,5632,Unable to convert Spatial object (type/function/method/operator) %s.,Perform a manual conversion.,https://docs.oracle.com/cd/B28359_01/appdev.111/b28400/sdo_objrelschema.htm#SPATL020,,8
DB2,Postgres,SELECT,1,4587,Unused CTE query definition.,Please review generated code and modify it if necessary.,,,0.1
Oracle,Postgres,DYNAMIC SQL,1,5633,Converted code behaviour and execution results might differ from the expected ones.,Check converted code execution results and perform manual corrections in case they are differ from the expected ones.,https://www.postgresql.org/docs/9.6/static/ecpg-dynamic.html,,40
Oracle,Postgres,DYNAMIC SQL,0,5634,Unable convert the use of UDF with OUT/IN OUT parameters,Perform a manual conversion.,http://www.postgresql.org/docs/9.6/static/plpgsql-statements.html,,40
Oracle,Postgres,CREATE TABLE,0,5635,Unable convert function with Oracle specific formatting settings parameters in optimistic mode,Switch scenario to pessimistic mode,,,0.5
Oracle,Postgres,ARRAY,0,5636,Unable to convert VARRAY OF VARRAY,Perform a manual conversion.,,,4
Oracle,Postgres,SELECT,0,5637,Unable to bulk collect into Varray of Varray,Perform a manual conversion.,,,16
Oracle,Postgres,Global Nested Table,0,5638,Unable to convert using of global variable of Nested Table as a function or procedure argument,Perform a manual conversion.,,,8
Oracle,Postgres,DBLINK,3,5639,postgres_fdw extension must be installed connection options must be rechecked manually.,Please recheck connection options and install postgres_fdw extension,,,0.5
Oracle,Postgres,DBLINK,3,5640,Define foreign table structure manually,Check foreign table structure,,,0.5
Oracle,Postgres,DBLINK,0,5641,PostgreSQL FCW does not support UDF usage,Use dblink instead,,,1
Oracle,Postgres,BULK,0,5642,BULK COLLECT INTO multilevel collection is not supported,Perform a manual conversion.,,,
Oracle,Postgres,BULK,0,5643,BULK COLLECT INTO multilevel collection is not supported,Perform a manual conversion.,,,24
Oracle,Postgres,ASSOCIATIVE ARRAY/GLOBAL NESTED TABLE,0,5644,Unable automatically convert assign operation of array or global nested table because of nested record,Perform a manual conversion.,,,4
Oracle,Postgres,BULK,0,5645,Unable to bulk collect into several object table targets,Perform a manual conversion.,,,24
Oracle,Postgres,SUBTYPE,3,5646,NOT NULL constraint was discarded,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-createtype.html,,8
,Postgres,BULK,0,5647,FETCH BULK COLLECT INTO is not supported,Perform a manual conversion.,,,10
Oracle,Postgres,Multilevel collections,0,5648,Unable to convert heterogeneous collections,Perform a manual conversion.,,,8
Oracle,Postgres,Multilevel collections,0,5649,Multiset operators for multilevel collections are not supported,Perform a manual conversion.,,,48
Oracle,Postgres,MULTISET,3,5650,Order of elements in resulting collection could be different from Oracle source,Perform a manual conversion.,,,24
Oracle,Postgres,TABLE(),0,5651,Current inplementation of TABLE() does not support piplined functions,Perform a manual conversion.,,,8
Oracle,Postgres,CREATE PARTITIONED TABLE,1,5652,NULL columns not supported for partitioning,Perform a manual conversion.,,,16
Oracle,Postgres,CREATE PARTITIONED TABLE,0,5653,PostgreSQL does not support foreign keys referencing partitioned tables,Perform a manual conversion.,,,24
Oracle,Postgres,CREATE PARTITIONED TABLE,0,5654,PostgreSQL does not support foreign key references from a partitioned table to some other table,Perform a manual conversion.,,,24
Oracle,Postgres,CREATE PARTITIONED TABLE,3,5655,Update of the partitioned table its partition or subpartition may lead to errors,Perform a manual conversion.,,,12
Oracle,Postgres,CREATE PARTITIONED TABLE,3,5656,TIMESTAMP. Partition contents could vary from Oracle,Perform a manual conversion.,,,12
Oracle,Postgres,DBLINK,0,5657,Unable to create view on undefined foreign table,Define foreign table structure and than create view manually,https://www.postgresql.org/docs/9.6/static/ddl.html,,8
Oracle,Postgres,CREATE PARTITIONED TABLE,1,5658,Partition with DEFAULT is not supported,Perform a manual conversion.,,,12
Oracle,Postgres,Session control,0,5850,Unable to convert SET ROLE,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/sql-set-role.html,,2
Oracle,Postgres,SQL*Plus,0,5950,This command doesn't have a psql analogue currently: %s,Perform a manual conversion.,https://www.postgresql.org/docs/9.6/static/app-psql.html,,8
